dateId,dateType,fullDate,day,dayName,calendarDayOfWeek,noncalendarDayOfWeek,dayOfQuarter,dayOfYear,monthDay
20191203,Date,2019-12-03 00:00:00.000,3,Tuesday,3,1,64,337,12/3
20191204,Date,2019-12-04 00:00:00.000,4,Wednesday,4,2,65,338,12/4
20191205,Date,2019-12-05 00:00:00.000,5,Thursday,5,3,66,339,12/5
20191206,Date,2019-12-06 00:00:00.000,6,Friday,6,4,67,340,12/6
20191207,Date,2019-12-07 00:00:00.000,7,Saturday,7,5,68,341,12/7
20191208,Date,2019-12-08 00:00:00.000,8,Sunday,1,6,69,342,12/8
20191209,Date,2019-12-09 00:00:00.000,9,Monday,2,7,70,343,12/9
20191210,Date,2019-12-10 00:00:00.000,10,Tuesday,3,1,71,344,12/10
20191211,Date,2019-12-11 00:00:00.000,11,Wednesday,4,2,72,345,12/11
20191212,Date,2019-12-12 00:00:00.000,12,Thursday,5,3,73,346,12/12
20191213,Date,2019-12-13 00:00:00.000,13,Friday,6,4,74,347,12/13
20191214,Date,2019-12-14 00:00:00.000,14,Saturday,7,5,75,348,12/14
20191215,Date,2019-12-15 00:00:00.000,15,Sunday,1,6,76,349,12/15
20191216,Date,2019-12-16 00:00:00.000,16,Monday,2,7,77,350,12/16
20191217,Date,2019-12-17 00:00:00.000,17,Tuesday,3,1,78,351,12/17
20191218,Date,2019-12-18 00:00:00.000,18,Wednesday,4,2,79,352,12/18
20191219,Date,2019-12-19 00:00:00.000,19,Thursday,5,3,80,353,12/19
20191220,Date,2019-12-20 00:00:00.000,20,Friday,6,4,81,354,12/20
20191221,Date,2019-12-21 00:00:00.000,21,Saturday,7,5,82,355,12/21
20191222,Date,2019-12-22 00:00:00.000,22,Sunday,1,6,83,356,12/22
20191223,Date,2019-12-23 00:00:00.000,23,Monday,2,7,84,357,12/23
20191224,Date,2019-12-24 00:00:00.000,24,Tuesday,3,1,85,358,12/24
20191225,Date,2019-12-25 00:00:00.000,25,Wednesday,4,2,86,359,12/25
20191226,Date,2019-12-26 00:00:00.000,26,Thursday,5,3,87,360,12/26
20191227,Date,2019-12-27 00:00:00.000,27,Friday,6,4,88,361,12/27
20191228,Date,2019-12-28 00:00:00.000,28,Saturday,7,5,89,362,12/28
20191229,Date,2019-12-29 00:00:00.000,29,Sunday,1,6,90,363,12/29
20191230,Date,2019-12-30 00:00:00.000,30,Monday,2,7,91,364,12/30
20191231,Date,2019-12-31 00:00:00.000,31,Tuesday,3,1,92,365,12/31
20200101,Date,2020-01-01 00:00:00.000,1,Wednesday,4,1,1,1,1/1
20200102,Date,2020-01-02 00:00:00.000,2,Thursday,5,2,2,2,1/2
20200103,Date,2020-01-03 00:00:00.000,3,Friday,6,3,3,3,1/3
20200104,Date,2020-01-04 00:00:00.000,4,Saturday,7,4,4,4,1/4
20200105,Date,2020-01-05 00:00:00.000,5,Sunday,1,5,5,5,1/5
20200106,Date,2020-01-06 00:00:00.000,6,Monday,2,6,6,6,1/6
20200107,Date,2020-01-07 00:00:00.000,7,Tuesday,3,7,7,7,1/7
20200108,Date,2020-01-08 00:00:00.000,8,Wednesday,4,1,8,8,1/8
20200109,Date,2020-01-09 00:00:00.000,9,Thursday,5,2,9,9,1/9
20200110,Date,2020-01-10 00:00:00.000,10,Friday,6,3,10,10,1/10
20200111,Date,2020-01-11 00:00:00.000,11,Saturday,7,4,11,11,1/11
20200112,Date,2020-01-12 00:00:00.000,12,Sunday,1,5,12,12,1/12
20200113,Date,2020-01-13 00:00:00.000,13,Monday,2,6,13,13,1/13
20200114,Date,2020-01-14 00:00:00.000,14,Tuesday,3,7,14,14,1/14
20200115,Date,2020-01-15 00:00:00.000,15,Wednesday,4,1,15,15,1/15
20200116,Date,2020-01-16 00:00:00.000,16,Thursday,5,2,16,16,1/16
20200117,Date,2020-01-17 00:00:00.000,17,Friday,6,3,17,17,1/17
20200118,Date,2020-01-18 00:00:00.000,18,Saturday,7,4,18,18,1/18
20200119,Date,2020-01-19 00:00:00.000,19,Sunday,1,5,19,19,1/19
20200120,Date,2020-01-20 00:00:00.000,20,Monday,2,6,20,20,1/20
20200121,Date,2020-01-21 00:00:00.000,21,Tuesday,3,7,21,21,1/21
20200122,Date,2020-01-22 00:00:00.000,22,Wednesday,4,1,22,22,1/22
20200123,Date,2020-01-23 00:00:00.000,23,Thursday,5,2,23,23,1/23
20200124,Date,2020-01-24 00:00:00.000,24,Friday,6,3,24,24,1/24
20200125,Date,2020-01-25 00:00:00.000,25,Saturday,7,4,25,25,1/25
20200126,Date,2020-01-26 00:00:00.000,26,Sunday,1,5,26,26,1/26
20200127,Date,2020-01-27 00:00:00.000,27,Monday,2,6,27,27,1/27
20200128,Date,2020-01-28 00:00:00.000,28,Tuesday,3,7,28,28,1/28
20200129,Date,2020-01-29 00:00:00.000,29,Wednesday,4,1,29,29,1/29
20200130,Date,2020-01-30 00:00:00.000,30,Thursday,5,2,30,30,1/30
20200131,Date,2020-01-31 00:00:00.000,31,Friday,6,3,31,31,1/31
20200201,Date,2020-02-01 00:00:00.000,1,Saturday,7,4,32,32,2/1
20200202,Date,2020-02-02 00:00:00.000,2,Sunday,1,5,33,33,2/2
20200203,Date,2020-02-03 00:00:00.000,3,Monday,2,6,34,34,2/3
20200204,Date,2020-02-04 00:00:00.000,4,Tuesday,3,7,35,35,2/4
20200205,Date,2020-02-05 00:00:00.000,5,Wednesday,4,1,36,36,2/5
20200206,Date,2020-02-06 00:00:00.000,6,Thursday,5,2,37,37,2/6
20200207,Date,2020-02-07 00:00:00.000,7,Friday,6,3,38,38,2/7
20200208,Date,2020-02-08 00:00:00.000,8,Saturday,7,4,39,39,2/8
20200209,Date,2020-02-09 00:00:00.000,9,Sunday,1,5,40,40,2/9
20200210,Date,2020-02-10 00:00:00.000,10,Monday,2,6,41,41,2/10
20200211,Date,2020-02-11 00:00:00.000,11,Tuesday,3,7,42,42,2/11
20200212,Date,2020-02-12 00:00:00.000,12,Wednesday,4,1,43,43,2/12
20200213,Date,2020-02-13 00:00:00.000,13,Thursday,5,2,44,44,2/13
20200214,Date,2020-02-14 00:00:00.000,14,Friday,6,3,45,45,2/14
20200215,Date,2020-02-15 00:00:00.000,15,Saturday,7,4,46,46,2/15
20200216,Date,2020-02-16 00:00:00.000,16,Sunday,1,5,47,47,2/16
20200217,Date,2020-02-17 00:00:00.000,17,Monday,2,6,48,48,2/17
20200218,Date,2020-02-18 00:00:00.000,18,Tuesday,3,7,49,49,2/18
20200219,Date,2020-02-19 00:00:00.000,19,Wednesday,4,1,50,50,2/19
20200220,Date,2020-02-20 00:00:00.000,20,Thursday,5,2,51,51,2/20
20200221,Date,2020-02-21 00:00:00.000,21,Friday,6,3,52,52,2/21
20200222,Date,2020-02-22 00:00:00.000,22,Saturday,7,4,53,53,2/22
20200223,Date,2020-02-23 00:00:00.000,23,Sunday,1,5,54,54,2/23
20200224,Date,2020-02-24 00:00:00.000,24,Monday,2,6,55,55,2/24
20200225,Date,2020-02-25 00:00:00.000,25,Tuesday,3,7,56,56,2/25
20200226,Date,2020-02-26 00:00:00.000,26,Wednesday,4,1,57,57,2/26
20200227,Date,2020-02-27 00:00:00.000,27,Thursday,5,2,58,58,2/27
20200228,Date,2020-02-28 00:00:00.000,28,Friday,6,3,59,59,2/28
20200229,Date,2020-02-29 00:00:00.000,29,Saturday,7,4,60,60,2/29
20200301,Date,2020-03-01 00:00:00.000,1,Sunday,1,5,61,61,3/1
20200302,Date,2020-03-02 00:00:00.000,2,Monday,2,6,62,62,3/2
20200303,Date,2020-03-03 00:00:00.000,3,Tuesday,3,7,63,63,3/3
20200304,Date,2020-03-04 00:00:00.000,4,Wednesday,4,1,64,64,3/4
20200305,Date,2020-03-05 00:00:00.000,5,Thursday,5,2,65,65,3/5
20200306,Date,2020-03-06 00:00:00.000,6,Friday,6,3,66,66,3/6
20200307,Date,2020-03-07 00:00:00.000,7,Saturday,7,4,67,67,3/7
20200308,Date,2020-03-08 00:00:00.000,8,Sunday,1,5,68,68,3/8
20200309,Date,2020-03-09 00:00:00.000,9,Monday,2,6,69,69,3/9
20200310,Date,2020-03-10 00:00:00.000,10,Tuesday,3,7,70,70,3/10
20200311,Date,2020-03-11 00:00:00.000,11,Wednesday,4,1,71,71,3/11
20200312,Date,2020-03-12 00:00:00.000,12,Thursday,5,2,72,72,3/12
20200313,Date,2020-03-13 00:00:00.000,13,Friday,6,3,73,73,3/13
20200314,Date,2020-03-14 00:00:00.000,14,Saturday,7,4,74,74,3/14
20200315,Date,2020-03-15 00:00:00.000,15,Sunday,1,5,75,75,3/15
20200316,Date,2020-03-16 00:00:00.000,16,Monday,2,6,76,76,3/16
20200317,Date,2020-03-17 00:00:00.000,17,Tuesday,3,7,77,77,3/17
20200318,Date,2020-03-18 00:00:00.000,18,Wednesday,4,1,78,78,3/18
20200319,Date,2020-03-19 00:00:00.000,19,Thursday,5,2,79,79,3/19
20200320,Date,2020-03-20 00:00:00.000,20,Friday,6,3,80,80,3/20
20200321,Date,2020-03-21 00:00:00.000,21,Saturday,7,4,81,81,3/21
20200322,Date,2020-03-22 00:00:00.000,22,Sunday,1,5,82,82,3/22
20200323,Date,2020-03-23 00:00:00.000,23,Monday,2,6,83,83,3/23
20200324,Date,2020-03-24 00:00:00.000,24,Tuesday,3,7,84,84,3/24
20200325,Date,2020-03-25 00:00:00.000,25,Wednesday,4,1,85,85,3/25
20200326,Date,2020-03-26 00:00:00.000,26,Thursday,5,2,86,86,3/26
20200327,Date,2020-03-27 00:00:00.000,27,Friday,6,3,87,87,3/27
20200328,Date,2020-03-28 00:00:00.000,28,Saturday,7,4,88,88,3/28
20200329,Date,2020-03-29 00:00:00.000,29,Sunday,1,5,89,89,3/29
20200330,Date,2020-03-30 00:00:00.000,30,Monday,2,6,90,90,3/30
20200331,Date,2020-03-31 00:00:00.000,31,Tuesday,3,7,91,91,3/31
20200401,Date,2020-04-01 00:00:00.000,1,Wednesday,4,1,1,92,4/1
20200402,Date,2020-04-02 00:00:00.000,2,Thursday,5,2,2,93,4/2
20200403,Date,2020-04-03 00:00:00.000,3,Friday,6,3,3,94,4/3
20200404,Date,2020-04-04 00:00:00.000,4,Saturday,7,4,4,95,4/4
20200405,Date,2020-04-05 00:00:00.000,5,Sunday,1,5,5,96,4/5
20200406,Date,2020-04-06 00:00:00.000,6,Monday,2,6,6,97,4/6
20200407,Date,2020-04-07 00:00:00.000,7,Tuesday,3,7,7,98,4/7
20200408,Date,2020-04-08 00:00:00.000,8,Wednesday,4,1,8,99,4/8
20200409,Date,2020-04-09 00:00:00.000,9,Thursday,5,2,9,100,4/9
20200410,Date,2020-04-10 00:00:00.000,10,Friday,6,3,10,101,4/10
20200411,Date,2020-04-11 00:00:00.000,11,Saturday,7,4,11,102,4/11
20200412,Date,2020-04-12 00:00:00.000,12,Sunday,1,5,12,103,4/12
20200413,Date,2020-04-13 00:00:00.000,13,Monday,2,6,13,104,4/13
20200414,Date,2020-04-14 00:00:00.000,14,Tuesday,3,7,14,105,4/14
20200415,Date,2020-04-15 00:00:00.000,15,Wednesday,4,1,15,106,4/15
20200416,Date,2020-04-16 00:00:00.000,16,Thursday,5,2,16,107,4/16
20200417,Date,2020-04-17 00:00:00.000,17,Friday,6,3,17,108,4/17
20200418,Date,2020-04-18 00:00:00.000,18,Saturday,7,4,18,109,4/18
20200419,Date,2020-04-19 00:00:00.000,19,Sunday,1,5,19,110,4/19
20200420,Date,2020-04-20 00:00:00.000,20,Monday,2,6,20,111,4/20
20200421,Date,2020-04-21 00:00:00.000,21,Tuesday,3,7,21,112,4/21
20200422,Date,2020-04-22 00:00:00.000,22,Wednesday,4,1,22,113,4/22
20200423,Date,2020-04-23 00:00:00.000,23,Thursday,5,2,23,114,4/23
20200424,Date,2020-04-24 00:00:00.000,24,Friday,6,3,24,115,4/24
20200425,Date,2020-04-25 00:00:00.000,25,Saturday,7,4,25,116,4/25
20200426,Date,2020-04-26 00:00:00.000,26,Sunday,1,5,26,117,4/26
20200427,Date,2020-04-27 00:00:00.000,27,Monday,2,6,27,118,4/27
20200428,Date,2020-04-28 00:00:00.000,28,Tuesday,3,7,28,119,4/28
20200429,Date,2020-04-29 00:00:00.000,29,Wednesday,4,1,29,120,4/29
20200430,Date,2020-04-30 00:00:00.000,30,Thursday,5,2,30,121,4/30
20200501,Date,2020-05-01 00:00:00.000,1,Friday,6,3,31,122,5/1
20200502,Date,2020-05-02 00:00:00.000,2,Saturday,7,4,32,123,5/2
20200503,Date,2020-05-03 00:00:00.000,3,Sunday,1,5,33,124,5/3
20200504,Date,2020-05-04 00:00:00.000,4,Monday,2,6,34,125,5/4
20200505,Date,2020-05-05 00:00:00.000,5,Tuesday,3,7,35,126,5/5
20200506,Date,2020-05-06 00:00:00.000,6,Wednesday,4,1,36,127,5/6
20200507,Date,2020-05-07 00:00:00.000,7,Thursday,5,2,37,128,5/7
20200508,Date,2020-05-08 00:00:00.000,8,Friday,6,3,38,129,5/8
20200509,Date,2020-05-09 00:00:00.000,9,Saturday,7,4,39,130,5/9
20200510,Date,2020-05-10 00:00:00.000,10,Sunday,1,5,40,131,5/10
20200511,Date,2020-05-11 00:00:00.000,11,Monday,2,6,41,132,5/11
20200512,Date,2020-05-12 00:00:00.000,12,Tuesday,3,7,42,133,5/12
20200513,Date,2020-05-13 00:00:00.000,13,Wednesday,4,1,43,134,5/13
20200514,Date,2020-05-14 00:00:00.000,14,Thursday,5,2,44,135,5/14
20200515,Date,2020-05-15 00:00:00.000,15,Friday,6,3,45,136,5/15
20200516,Date,2020-05-16 00:00:00.000,16,Saturday,7,4,46,137,5/16
20200517,Date,2020-05-17 00:00:00.000,17,Sunday,1,5,47,138,5/17
20200518,Date,2020-05-18 00:00:00.000,18,Monday,2,6,48,139,5/18
20200519,Date,2020-05-19 00:00:00.000,19,Tuesday,3,7,49,140,5/19
20200520,Date,2020-05-20 00:00:00.000,20,Wednesday,4,1,50,141,5/20
20200521,Date,2020-05-21 00:00:00.000,21,Thursday,5,2,51,142,5/21
20200522,Date,2020-05-22 00:00:00.000,22,Friday,6,3,52,143,5/22
20200523,Date,2020-05-23 00:00:00.000,23,Saturday,7,4,53,144,5/23
20200524,Date,2020-05-24 00:00:00.000,24,Sunday,1,5,54,145,5/24
20200525,Date,2020-05-25 00:00:00.000,25,Monday,2,6,55,146,5/25
20200526,Date,2020-05-26 00:00:00.000,26,Tuesday,3,7,56,147,5/26
20200527,Date,2020-05-27 00:00:00.000,27,Wednesday,4,1,57,148,5/27
20200528,Date,2020-05-28 00:00:00.000,28,Thursday,5,2,58,149,5/28
20200529,Date,2020-05-29 00:00:00.000,29,Friday,6,3,59,150,5/29
20200530,Date,2020-05-30 00:00:00.000,30,Saturday,7,4,60,151,5/30
20200531,Date,2020-05-31 00:00:00.000,31,Sunday,1,5,61,152,5/31
20200601,Date,2020-06-01 00:00:00.000,1,Monday,2,6,62,153,6/1
20200602,Date,2020-06-02 00:00:00.000,2,Tuesday,3,7,63,154,6/2
20200603,Date,2020-06-03 00:00:00.000,3,Wednesday,4,1,64,155,6/3
20200604,Date,2020-06-04 00:00:00.000,4,Thursday,5,2,65,156,6/4
20200605,Date,2020-06-05 00:00:00.000,5,Friday,6,3,66,157,6/5
20200606,Date,2020-06-06 00:00:00.000,6,Saturday,7,4,67,158,6/6
20200607,Date,2020-06-07 00:00:00.000,7,Sunday,1,5,68,159,6/7
20200608,Date,2020-06-08 00:00:00.000,8,Monday,2,6,69,160,6/8
20200609,Date,2020-06-09 00:00:00.000,9,Tuesday,3,7,70,161,6/9
20200610,Date,2020-06-10 00:00:00.000,10,Wednesday,4,1,71,162,6/10
20200611,Date,2020-06-11 00:00:00.000,11,Thursday,5,2,72,163,6/11
20200612,Date,2020-06-12 00:00:00.000,12,Friday,6,3,73,164,6/12
20200613,Date,2020-06-13 00:00:00.000,13,Saturday,7,4,74,165,6/13
20200614,Date,2020-06-14 00:00:00.000,14,Sunday,1,5,75,166,6/14
20200615,Date,2020-06-15 00:00:00.000,15,Monday,2,6,76,167,6/15
20200616,Date,2020-06-16 00:00:00.000,16,Tuesday,3,7,77,168,6/16
20200617,Date,2020-06-17 00:00:00.000,17,Wednesday,4,1,78,169,6/17
20200618,Date,2020-06-18 00:00:00.000,18,Thursday,5,2,79,170,6/18
20200619,Date,2020-06-19 00:00:00.000,19,Friday,6,3,80,171,6/19
20200620,Date,2020-06-20 00:00:00.000,20,Saturday,7,4,81,172,6/20
20200621,Date,2020-06-21 00:00:00.000,21,Sunday,1,5,82,173,6/21
20200622,Date,2020-06-22 00:00:00.000,22,Monday,2,6,83,174,6/22
20200623,Date,2020-06-23 00:00:00.000,23,Tuesday,3,7,84,175,6/23
20200624,Date,2020-06-24 00:00:00.000,24,Wednesday,4,1,85,176,6/24
20200625,Date,2020-06-25 00:00:00.000,25,Thursday,5,2,86,177,6/25
20200626,Date,2020-06-26 00:00:00.000,26,Friday,6,3,87,178,6/26
20200627,Date,2020-06-27 00:00:00.000,27,Saturday,7,4,88,179,6/27
20200628,Date,2020-06-28 00:00:00.000,28,Sunday,1,5,89,180,6/28
20200629,Date,2020-06-29 00:00:00.000,29,Monday,2,6,90,181,6/29
20200630,Date,2020-06-30 00:00:00.000,30,Tuesday,3,7,91,182,6/30
20200701,Date,2020-07-01 00:00:00.000,1,Wednesday,4,1,1,183,7/1
20200702,Date,2020-07-02 00:00:00.000,2,Thursday,5,2,2,184,7/2
20200703,Date,2020-07-03 00:00:00.000,3,Friday,6,3,3,185,7/3
20200704,Date,2020-07-04 00:00:00.000,4,Saturday,7,4,4,186,7/4
20200705,Date,2020-07-05 00:00:00.000,5,Sunday,1,5,5,187,7/5
20200706,Date,2020-07-06 00:00:00.000,6,Monday,2,6,6,188,7/6
20200707,Date,2020-07-07 00:00:00.000,7,Tuesday,3,7,7,189,7/7
20200708,Date,2020-07-08 00:00:00.000,8,Wednesday,4,1,8,190,7/8
20200709,Date,2020-07-09 00:00:00.000,9,Thursday,5,2,9,191,7/9
20200710,Date,2020-07-10 00:00:00.000,10,Friday,6,3,10,192,7/10
20200711,Date,2020-07-11 00:00:00.000,11,Saturday,7,4,11,193,7/11
20200712,Date,2020-07-12 00:00:00.000,12,Sunday,1,5,12,194,7/12
20200713,Date,2020-07-13 00:00:00.000,13,Monday,2,6,13,195,7/13
20200714,Date,2020-07-14 00:00:00.000,14,Tuesday,3,7,14,196,7/14
20200715,Date,2020-07-15 00:00:00.000,15,Wednesday,4,1,15,197,7/15
20200716,Date,2020-07-16 00:00:00.000,16,Thursday,5,2,16,198,7/16
20200717,Date,2020-07-17 00:00:00.000,17,Friday,6,3,17,199,7/17
20200718,Date,2020-07-18 00:00:00.000,18,Saturday,7,4,18,200,7/18
20200719,Date,2020-07-19 00:00:00.000,19,Sunday,1,5,19,201,7/19
20200720,Date,2020-07-20 00:00:00.000,20,Monday,2,6,20,202,7/20
20200721,Date,2020-07-21 00:00:00.000,21,Tuesday,3,7,21,203,7/21
20200722,Date,2020-07-22 00:00:00.000,22,Wednesday,4,1,22,204,7/22
20200723,Date,2020-07-23 00:00:00.000,23,Thursday,5,2,23,205,7/23
20200724,Date,2020-07-24 00:00:00.000,24,Friday,6,3,24,206,7/24
20200725,Date,2020-07-25 00:00:00.000,25,Saturday,7,4,25,207,7/25
20200726,Date,2020-07-26 00:00:00.000,26,Sunday,1,5,26,208,7/26
20200727,Date,2020-07-27 00:00:00.000,27,Monday,2,6,27,209,7/27
20200728,Date,2020-07-28 00:00:00.000,28,Tuesday,3,7,28,210,7/28
20200729,Date,2020-07-29 00:00:00.000,29,Wednesday,4,1,29,211,7/29
20200730,Date,2020-07-30 00:00:00.000,30,Thursday,5,2,30,212,7/30
20200731,Date,2020-07-31 00:00:00.000,31,Friday,6,3,31,213,7/31
20200801,Date,2020-08-01 00:00:00.000,1,Saturday,7,4,32,214,8/1
20200802,Date,2020-08-02 00:00:00.000,2,Sunday,1,5,33,215,8/2
20200803,Date,2020-08-03 00:00:00.000,3,Monday,2,6,34,216,8/3
20200804,Date,2020-08-04 00:00:00.000,4,Tuesday,3,7,35,217,8/4
20200805,Date,2020-08-05 00:00:00.000,5,Wednesday,4,1,36,218,8/5
20200806,Date,2020-08-06 00:00:00.000,6,Thursday,5,2,37,219,8/6
20200807,Date,2020-08-07 00:00:00.000,7,Friday,6,3,38,220,8/7
20200808,Date,2020-08-08 00:00:00.000,8,Saturday,7,4,39,221,8/8
20200809,Date,2020-08-09 00:00:00.000,9,Sunday,1,5,40,222,8/9
20200810,Date,2020-08-10 00:00:00.000,10,Monday,2,6,41,223,8/10
20200811,Date,2020-08-11 00:00:00.000,11,Tuesday,3,7,42,224,8/11
20200812,Date,2020-08-12 00:00:00.000,12,Wednesday,4,1,43,225,8/12
20200813,Date,2020-08-13 00:00:00.000,13,Thursday,5,2,44,226,8/13
20200814,Date,2020-08-14 00:00:00.000,14,Friday,6,3,45,227,8/14
20200815,Date,2020-08-15 00:00:00.000,15,Saturday,7,4,46,228,8/15
20200816,Date,2020-08-16 00:00:00.000,16,Sunday,1,5,47,229,8/16
20200817,Date,2020-08-17 00:00:00.000,17,Monday,2,6,48,230,8/17
20200818,Date,2020-08-18 00:00:00.000,18,Tuesday,3,7,49,231,8/18
20200819,Date,2020-08-19 00:00:00.000,19,Wednesday,4,1,50,232,8/19
20200820,Date,2020-08-20 00:00:00.000,20,Thursday,5,2,51,233,8/20
20200821,Date,2020-08-21 00:00:00.000,21,Friday,6,3,52,234,8/21
20200822,Date,2020-08-22 00:00:00.000,22,Saturday,7,4,53,235,8/22
20200823,Date,2020-08-23 00:00:00.000,23,Sunday,1,5,54,236,8/23
20200824,Date,2020-08-24 00:00:00.000,24,Monday,2,6,55,237,8/24
20200825,Date,2020-08-25 00:00:00.000,25,Tuesday,3,7,56,238,8/25
20200826,Date,2020-08-26 00:00:00.000,26,Wednesday,4,1,57,239,8/26
20200827,Date,2020-08-27 00:00:00.000,27,Thursday,5,2,58,240,8/27
20200828,Date,2020-08-28 00:00:00.000,28,Friday,6,3,59,241,8/28
20200829,Date,2020-08-29 00:00:00.000,29,Saturday,7,4,60,242,8/29
20200830,Date,2020-08-30 00:00:00.000,30,Sunday,1,5,61,243,8/30
20200831,Date,2020-08-31 00:00:00.000,31,Monday,2,6,62,244,8/31
20200901,Date,2020-09-01 00:00:00.000,1,Tuesday,3,7,63,245,9/1
20200902,Date,2020-09-02 00:00:00.000,2,Wednesday,4,1,64,246,9/2
20200903,Date,2020-09-03 00:00:00.000,3,Thursday,5,2,65,247,9/3
20200904,Date,2020-09-04 00:00:00.000,4,Friday,6,3,66,248,9/4
20200905,Date,2020-09-05 00:00:00.000,5,Saturday,7,4,67,249,9/5
20200906,Date,2020-09-06 00:00:00.000,6,Sunday,1,5,68,250,9/6
20200907,Date,2020-09-07 00:00:00.000,7,Monday,2,6,69,251,9/7
20200908,Date,2020-09-08 00:00:00.000,8,Tuesday,3,7,70,252,9/8
20200909,Date,2020-09-09 00:00:00.000,9,Wednesday,4,1,71,253,9/9
20200910,Date,2020-09-10 00:00:00.000,10,Thursday,5,2,72,254,9/10
20200911,Date,2020-09-11 00:00:00.000,11,Friday,6,3,73,255,9/11
20200912,Date,2020-09-12 00:00:00.000,12,Saturday,7,4,74,256,9/12
20200913,Date,2020-09-13 00:00:00.000,13,Sunday,1,5,75,257,9/13
20200914,Date,2020-09-14 00:00:00.000,14,Monday,2,6,76,258,9/14
20200915,Date,2020-09-15 00:00:00.000,15,Tuesday,3,7,77,259,9/15
20200916,Date,2020-09-16 00:00:00.000,16,Wednesday,4,1,78,260,9/16
20200917,Date,2020-09-17 00:00:00.000,17,Thursday,5,2,79,261,9/17
20200918,Date,2020-09-18 00:00:00.000,18,Friday,6,3,80,262,9/18
20200919,Date,2020-09-19 00:00:00.000,19,Saturday,7,4,81,263,9/19
20200920,Date,2020-09-20 00:00:00.000,20,Sunday,1,5,82,264,9/20
20200921,Date,2020-09-21 00:00:00.000,21,Monday,2,6,83,265,9/21
20200922,Date,2020-09-22 00:00:00.000,22,Tuesday,3,7,84,266,9/22
20200923,Date,2020-09-23 00:00:00.000,23,Wednesday,4,1,85,267,9/23
20200924,Date,2020-09-24 00:00:00.000,24,Thursday,5,2,86,268,9/24
20200925,Date,2020-09-25 00:00:00.000,25,Friday,6,3,87,269,9/25
20200926,Date,2020-09-26 00:00:00.000,26,Saturday,7,4,88,270,9/26
20200927,Date,2020-09-27 00:00:00.000,27,Sunday,1,5,89,271,9/27
20200928,Date,2020-09-28 00:00:00.000,28,Monday,2,6,90,272,9/28
20200929,Date,2020-09-29 00:00:00.000,29,Tuesday,3,7,91,273,9/29
20200930,Date,2020-09-30 00:00:00.000,30,Wednesday,4,1,92,274,9/30
20201001,Date,2020-10-01 00:00:00.000,1,Thursday,5,2,1,275,10/1
20201002,Date,2020-10-02 00:00:00.000,2,Friday,6,3,2,276,10/2
20201003,Date,2020-10-03 00:00:00.000,3,Saturday,7,4,3,277,10/3
20201004,Date,2020-10-04 00:00:00.000,4,Sunday,1,5,4,278,10/4
20201005,Date,2020-10-05 00:00:00.000,5,Monday,2,6,5,279,10/5
20201006,Date,2020-10-06 00:00:00.000,6,Tuesday,3,7,6,280,10/6
20201007,Date,2020-10-07 00:00:00.000,7,Wednesday,4,1,7,281,10/7
20201008,Date,2020-10-08 00:00:00.000,8,Thursday,5,2,8,282,10/8
20201009,Date,2020-10-09 00:00:00.000,9,Friday,6,3,9,283,10/9
20201010,Date,2020-10-10 00:00:00.000,10,Saturday,7,4,10,284,10/10
20201011,Date,2020-10-11 00:00:00.000,11,Sunday,1,5,11,285,10/11
20201012,Date,2020-10-12 00:00:00.000,12,Monday,2,6,12,286,10/12
20201013,Date,2020-10-13 00:00:00.000,13,Tuesday,3,7,13,287,10/13
20201014,Date,2020-10-14 00:00:00.000,14,Wednesday,4,1,14,288,10/14
20201015,Date,2020-10-15 00:00:00.000,15,Thursday,5,2,15,289,10/15
20201016,Date,2020-10-16 00:00:00.000,16,Friday,6,3,16,290,10/16
20201017,Date,2020-10-17 00:00:00.000,17,Saturday,7,4,17,291,10/17
20201018,Date,2020-10-18 00:00:00.000,18,Sunday,1,5,18,292,10/18
20201019,Date,2020-10-19 00:00:00.000,19,Monday,2,6,19,293,10/19
20201020,Date,2020-10-20 00:00:00.000,20,Tuesday,3,7,20,294,10/20
20201021,Date,2020-10-21 00:00:00.000,21,Wednesday,4,1,21,295,10/21
20201022,Date,2020-10-22 00:00:00.000,22,Thursday,5,2,22,296,10/22
20201023,Date,2020-10-23 00:00:00.000,23,Friday,6,3,23,297,10/23
20201024,Date,2020-10-24 00:00:00.000,24,Saturday,7,4,24,298,10/24
20201025,Date,2020-10-25 00:00:00.000,25,Sunday,1,5,25,299,10/25
20201026,Date,2020-10-26 00:00:00.000,26,Monday,2,6,26,300,10/26
20201027,Date,2020-10-27 00:00:00.000,27,Tuesday,3,7,27,301,10/27
20201028,Date,2020-10-28 00:00:00.000,28,Wednesday,4,1,28,302,10/28
20201029,Date,2020-10-29 00:00:00.000,29,Thursday,5,2,29,303,10/29
20201030,Date,2020-10-30 00:00:00.000,30,Friday,6,3,30,304,10/30
20201031,Date,2020-10-31 00:00:00.000,31,Saturday,7,4,31,305,10/31
20201101,Date,2020-11-01 00:00:00.000,1,Sunday,1,5,32,306,11/1
20201102,Date,2020-11-02 00:00:00.000,2,Monday,2,6,33,307,11/2
20201103,Date,2020-11-03 00:00:00.000,3,Tuesday,3,7,34,308,11/3
20201104,Date,2020-11-04 00:00:00.000,4,Wednesday,4,1,35,309,11/4
20201105,Date,2020-11-05 00:00:00.000,5,Thursday,5,2,36,310,11/5
